商品ｺｰﾄﾞ,商品名,商品名索引,単位,上代単価
13910119,WH2013　ﾄﾘﾌﾟﾙﾀｯﾌﾟ  福研,$ﾄﾘﾌﾟﾙ,,0
13910120,両面ﾃｰﾌﾟ　50m/m,$ﾘｮｳﾒﾝ,巻,0
13910121,ｽﾐﾁｭｰﾌﾞ　A-5π,$ｽﾐﾁｭｰ,本,0
13910122,KVｰ1.25(緑)KHD(25.2.22のみﾆｯｺｰ＠33,$KV,ｍ,0
13910123,ﾆﾁﾌ　ﾋﾟﾝ端子　PCｰ4009F  福研,$PC,,0
13910124,ﾆﾁﾌ　ﾋﾟﾝ端子　PCｰ4009M  福研,$PC,,0
13910125,圧着端子  R1.25ｰ4M,$ｱｯﾁｬｸ,,0
13910126,ﾅｼｮﾅﾙ　ｷｬｯﾌﾟ　WFｰ5420　　福研,$ｷｬｯﾌﾟ,,0
13910127,ﾅｼｮﾅﾙ　WKｰ1420,$ﾅｼｮﾅﾙ,,0
13910128,日圧  ELPｰ02V,$ELP,,0
13910129,ﾒｯｷ　ﾘﾝｸﾞｷｬｯﾁ　#4,$ﾒｯｷﾘﾝ,P,0
13910130,VSF　1.25　(黒),$VSF,ｍ,0
13910131,HKVｰ105　0.5　(白),$HKV,ｍ,0
13910132,ｽﾐﾁｭｰﾌﾞ　A-3π*1M　黒,$ｽﾐﾁｭｰ,本,0
13910133,ｶﾈﾀﾞ　AVT-1　ｷｲﾛ　1.5ﾌｧｲXM,$ｶﾈﾀﾞ,,0
13910134,ﾄｰｼﾊﾞ  SM16JZ47,$ﾄｰｼﾊﾞ,,0
13910135,316　0.12X80　1300　ｽﾃﾝ金網　(ｱｻﾀﾞ),$ｽﾃﾝ,ｍ,0
13910136,×ﾅﾝｼﾝ　ｷｬｽﾀｰ　TE40RM　Sｰ1　(ｴﾇｴﾌﾃｰ),$ﾅﾝ,,0
13910137,ﾊﾞｷｭｰﾑﾀﾝｸﾓｰﾀｰ押えﾊﾟｯｷﾝ下　(ｳｨﾌﾞﾃｯｸ),$ﾊﾞｷｭｰ,,0
13910138,ﾊﾞｷｭｰﾑﾀﾝｸﾎｰｽｱﾀﾞﾌﾟﾀﾊﾟｯｷﾝ　(ｳｨﾌﾞﾃｯｸ),$ﾊﾞｷｭｰ,,0
13910139,ﾄﾖﾃﾞﾝ　HTｰ1203　ﾄﾗﾝｽ,$ﾄﾖﾃﾞﾝ,,0
13910140,ﾍﾘｻｰﾄ　M5X2D,$ﾍﾘｻｰﾄ,P,0
13910141,ﾍﾘｻｰﾄ　5X2D　　(岡田),$ﾍﾘｻｰﾄ,ケ,0
13910142,日圧  ELR-02V,$ELR,,0
13910143,ﾀｷｹﾞﾝ　Cｰ1129　　　(岡田),$ﾀｷｹﾞﾝ,ケ,0
13910144,ｱﾀﾞﾌﾟﾀｰﾊﾟｯｷﾝ　2tX70X93X60　(岡田),$ｱﾀﾞﾌﾟ,枚,0
13910145,ﾓｰﾀｰﾊﾟｯｷﾝ　2ｔX107X146　　(岡田),$ﾓｰﾀｰ,ケ,0
13910146,ﾓｰﾀｰﾊﾟｯｷﾝ　25tX80X100　　(岡田),$ﾓｰﾀｰ,ケ,0
13910147,316　0.160X70　1550　ｱｻﾀﾞ,$316 ,ｍ,0
13910148,中間ｽｲｯﾁ　WH5403B   (福研),$WH,,0
13910149,ﾅﾝｼﾝ ｷｬｽﾀｰ TE40RM Sｰ1 新型 (吉岡),$ｷｬｽﾀｰ,P,0
13910150,KVｰ0.5SG  緑/電線　　　(ﾆｯｺｰ),$KV,ｍ,0
13910151,BBWｰ1006BL2 松下 ﾓｰﾀｰ (ﾆｯｺｰ),$BBW,台,0
13910152,ﾊﾟﾅｿﾆｯｸ SPAｰ1006BL5 松下基板　(ﾆｯｺｰ),$ﾊﾟﾅ,台,0
13910153,山武ﾊﾈｳｴﾙ　ﾏｲｸﾛSW　1BS　5005,$ﾔﾏﾀｹ,,0
13910154,ｽﾌﾟﾘｭｰ　M5X0.8　2D　(ﾛｯﾄ500以上@25),$ｽﾌﾟﾘｭ,P,0
13910155,ｵﾑﾛﾝ ﾘﾚｰ G7J-4A-B AC200V･100V(ｳｨﾌﾞﾃ),$ｵﾑﾛﾝ,,0
13910156,ｵﾑﾛﾝ ﾘﾚｰ取付金具 R99ｰ04FORG5F(ｳｨﾌﾞﾃ),$ｵﾑﾛﾝ,,0
13910157,GTRｰ10  ﾄﾗﾝｽ      (TGK),$GTR,,0
13910158,SFｺｲﾙ  SFｰHPｰ10Aｰ01,$SFｺｲﾙ,,0
13910160,VCTF  1.25X4C  ｸﾞﾚｰ,$VCTF,M,0
13910161,PPﾃｰﾌﾟ 綾織(黒) L=1000(金具付),$PPﾃｰﾌ,本,0
13910162,日圧　LLF-01TｰP1.3E(SLF),$LLF,,0
13910163,日圧  LLM-01T-P1.3E(SLM) <lot/2000P>,$LLM,,0
13910164,日圧  ELR-03V,$ELR,,0
13910165,日圧  ELP-03V,$ELP,,0
13910166,日圧  ELP-06V,$ELP,,0
13910167,日圧  ELR-06V,$ELR,,0
13910168,日圧  LLM-41TｰP1.3E　(岡本→ﾆｯｺｰ),$LLM,,0
13910169,日圧  LLFｰ41TｰP1.3E (1000Pﾛｯﾄ),$ﾆﾁｱﾂ,ﾛｯﾄ,0
13910170,関西金網ﾎﾞﾝﾒｯｼｭ 480X1000(吸引口台座),$ｶﾝｻｲ,P,0
13910171,日圧  BVFｰ42TｰP2.0(岡本→ﾆｯｺｰ,$BVF,,0
13910172,日圧  BVMｰ42TｰP2.0,$ﾆﾁｱﾂ,,0
13910173,日圧  VLRｰ02V,$ﾆﾁｱﾂ,,0
13910174,日圧  VLPｰ02V,$ﾆﾁｱﾂ,,0
13910175,日圧  LLFｰ01TｰP1.3E　　(岡本→ﾆｯｺｰ),$LLF,PCS,0
13910176,ﾃﾞﾝｺｳ  AH7450555F　　(岡本),$ﾃﾞﾝｺｳ,,0
13910177,KITZ　ﾎﾞｰﾙV　TN　25A,$KITZ,P,0
13910178,ﾅｼｮﾅﾙ　WF6331B　引掛けｷｬｯﾌﾟ　(福研),$ﾅｼｮ,,0
13910179,ｼﾞｭﾗｺﾝ丸棒　12φX1000,$ｼﾞｭﾗｺ,本,0
13910180,HKV-0.5　赤or黄　　　　(ﾆｯｺｰ),$HKV,ｍ,0
13910181,ﾆﾁﾌ 圧着端子 N TMEV 1.25-4MR 赤,$ｱｯﾁｬｸ,個,0
13910182,ﾅｼｮﾅﾙ　WK2320K　引掛露出ｺﾝｾﾝﾄ3P20A,$ﾋｷ,,0
13910183,KV　0.5SG　黄/電線　　(ﾆｯｺｰ),$KV,ｍ,0
13910184,ﾅｼｮﾅﾙ 引掛ｷｬｯﾌﾟ WF6420 20A 250V,$ﾅｼｮ,,0
13910185,ﾅｼｮﾅﾙ　露出ｺﾝｾﾝﾄ　WK-1220B,$ﾅｼｮ,,0
13910186,RV24YN20SB5025K   (岡本),$RV24,P,0
13910187,ｼﾞｭﾗｺﾝ丸棒　12.5φx1ｍ,$ｼﾞｭﾗ,本,0
13910188,MGﾃｰﾌﾟ　20X25　A･Bｾｯﾄ　白　　(ｱｽﾞﾏ),$MGﾃｰ,M,0
13910189,ML-7000-B　or　ML-7000-W,$ML,P,0
13910190,ﾆﾁﾌ　絶縁圧着端子　TMEV　1.25-4MY,$ｱｯﾁｬｸ,個,0
13910191,松下　ｽﾅｯﾌﾟﾀｯﾌﾟ　WH2123W(ｼﾙｷｰ)　福研,$WH2123,,0
13910192,日圧　VLR-04V,$VLR,個,0
13910193,日圧　VLP-04V,$VLP,個,0
13910194,日圧　BVM-61T-P2.0,$ﾆﾁｱﾂ,個,0
13910195,日圧　BVF-61T-P2.0,$ﾆﾁｱﾂ,個,0
13910196,FUJI　2X4C,$FUJI,ｍ,0
13910197,×日本開閉器 S-21A ﾄｸﾞﾙｽｲｯﾁ (ﾆｯｺｰ)使,$S-,,0
13910198,316　0.14X72　1000　　（ｱｻﾀﾞ）,$316 ,ｍ,0
13910199,ｻｽﾍﾟﾝﾀﾞｰ用棚中　SV-001,$ｻｽ,,0
13910200,S21A,$S21A,P,0
13910201,ｼﾞｭﾗｺﾝ丸棒　110Φ×1000L,$ｼﾞｭﾗｺ,,0
13910202,ﾃﾌﾛﾝｼｰﾄ400-14-J1500×1000ﾒｯｼｭの方で,$ﾃﾌﾛﾝ,,0
13910203,ETE-1500,$ETE,P,0
13910204,塩ﾋﾞｷｬｯﾌﾟ　VP-9（福研）,$ｷｬｯﾌﾟ,個,0
13910205,SUS　ﾅﾍﾞﾋﾞｽ　3×90,$SUS,P,0
13910206,×S-21A/ﾄｸﾞﾙｽｲｯﾁ　ﾆｯｺｰ電機　使用×,$S21A,,0
13910207,RV24YN20SB502(5KΩ)　ﾆｯｺｰ,$RV24Y,,0
13910208,BN-35-1-R/ﾈｵﾝﾌﾞﾗﾝｹｯﾄ　ﾆｯｺｰ電機,$BN-35,,0
13910209,ｲﾝｼｭﾛｯｸ　白　AB-200　100本入,$ｲﾝｼｭ,,0
13910210,ﾌﾛｸﾞﾗｽﾈｯﾄ　400-14-J　1500×1000,$ﾌﾛｸﾞﾗ,枚,0
13910211,SUS　小型ナット　1種　M10×P1.5,$SUS,,0
13910212,316　0.1/0.07×80/800　1000ｻﾝﾌﾟﾙ価格,$316 ,ｍ,0
13910213,ｻﾄｰ　ML-1400-S1L-2P/端子台　ﾆｯｺｰ,$ML-14,,0
13910214,ｻﾄｰ　ML-1400-S1L-11P/端子台　ﾆｯｺｰ,$ML-14,,0
13910215,316　0.1/0.07×80/800　1000　ｱｻﾀﾞﾒｯｼ,$316 ,,0
13910216,SUS　丸座(平ﾜｯｼｬｰ)　10,$SUS,P,0
13910217,HKV-0.5　青/電線　ﾆｯｺｰ,$HKV,,0
13910218,HKV-0.5　黒･茶/電線　ﾆｯｺｰ,$HKV,,0
13910219,ML-150-S-6P/端子台　ﾆｯｺｰ,$ML,,0
13910220,KNP-20/ｶﾒﾀﾞ　ﾆｯｺｰ,$KNP,,0
13910221,ﾊﾟｿﾆｯｸ　ｷｬｯﾌﾟ　WF5630 30A 250V,$ﾊﾟﾅ,,0
13910222,日圧ｺﾝﾀｸﾄﾋﾟﾝ　LLF-61T-20,$ﾆﾁｱﾂ,,0
13910223,日圧ｺﾝﾀｸﾄﾋﾟﾝLLM-61T-20(福研→ﾆｯｺｰ,$LLM,,0
13910224,TAH-10-683/ｺｰｾﾙ　ﾆｯｺｰ,$TAH,,0
13910225,SUS　A型ﾅﾍﾞﾀｯﾋﾟﾝｸﾞ　4×12,$SUS,P,0
13910226,SUS　ﾅﾍﾞﾋﾞｽ　5×35,$SUS,P,0
13910227,HKV0.5　白,$HK,,0
13910228,ﾋﾞﾆｰﾙ電線　1.25㎜2　黒,$ﾋﾞﾆｰﾙ,,0
13910229,圧着端子　R1.25-4N,$ｱｯﾁｬｸ,,0
13910230,KEP-6ｺｲﾙﾁｭｰﾌﾞ　乳白色100M巻,$KEP,,0
13910231,ﾊﾝﾄ　絶縁ｽﾃｰﾌﾟﾙ10166732(351-8337),$ﾊﾝﾄ,,0
13910232,TRUSCOｽﾁｰﾙ針金(15M)TYW-32　282-5015,$TRUSCO,,0
13910233,AM51640C5N-A(ﾆｯｺｰ),$AM,,0
13910234,倉茂　VCTF-22　1.25*2C,$VCT,,0
13910235,ﾌﾟﾘﾝｽ　ﾋｰﾄﾝ　PT-47-SUS-01(10ヶ入),$ﾌﾟﾘﾝｽ,,0
13910236,SUS　小型ﾅｯﾄ　M10(B14),$SUS,,0
13910237,M-2012/ﾄｸﾞﾙｽｲｯﾁ,$M,,0
13910238,SUS ﾋﾗﾜｯｼｬｰ　3.5,$SUS,,0
13910239,×SUS SWｽﾌﾟﾘﾝｸﾞﾜｯｼｬｰ　3.5　使用×,$SUS,P,0
13910240,環境ﾋｭｰｽﾞFUJIS215 219℃10A　CDF,$ｶﾝ,,0
13910241,ﾊﾝﾄ絶縁ﾃｰﾌﾟ大(200入)10166732(351－83,$ﾊﾝﾄ,,0
13910242,ﾎﾞｱﾃｰﾌﾟ　20㎜JA　白,$ﾎﾞｱ,,0
13910243,ﾎﾞｱﾃｰﾌﾟ　20㎜JBL　白,$ﾎﾞｱ,,0
13910244,裸圧着端子　Ｒ1.25Ｙ-4Ｍ,$ｱｯﾁｬ,,0
13910245,SUS ﾅﾍﾞﾋﾞｽ　6×45,$SUS,P,0
13910246,TOPﾌﾞﾗｼﾚｽﾓｰﾀｰTPBBW1006BL2,$TO,P,0
13910247,TOP200V基盤TPSPA1006BL5,$TO,P,0
13910248,HKV 0.5SQ 緑,$HK,,0
13920001,ﾗﾛｰｻﾞ製品保証書,$ﾗﾛｰｻﾞ,冊,0
13920002,ｸﾘｱﾒｲﾄ用丸ｼﾞｮｰｺﾞｱﾀﾞﾌﾟﾀｰ,$ｸﾘｱﾒｲ,個,0
13920003,ｱｰﾑｼﾞｮｰｺﾞ　ﾈｯﾄﾘﾝｸﾞ台座,$ｱｰﾑｼﾞ,個,0
13920004,ｱｰﾑｼﾞｮｰｺﾞ　ﾈｯﾄﾘﾝｸﾞ外枠,$ｱｰﾑｼﾞ,個,0
13920005,202型　ﾀﾝｸ　(福研),$202ﾀﾝ,,0
13920006,ﾓｰﾀｰ取付金具,$ﾓｰﾀｰﾄ,個,0
13920007,ﾊﾞｷｭｰﾑ　ﾌｨﾙﾀｰｶﾞｲﾄﾞ (佐々木),$ﾊﾞｷｭｰ,個,0
13920008,ｱｰﾑｼﾞｮｰｺﾞｽﾀﾝﾄﾞ用ﾍﾘｻｰﾄ･ﾅｯﾄ･ﾜｯｼｬｰ,$ｱｰﾑｼﾞ,ｾｯﾄ,0
13920009,ﾓｰﾀｰﾊﾟｯｷﾝ　Cｰ137,$ﾓｰﾀｰﾊ,,0
13920010,100VｱﾀﾞﾌﾞﾀｰBOX (塗装ナシ)　(ﾏｴﾀﾞ),$100Vｱ,,0
13920011,BX303 大袖ﾈｯﾄﾘﾝｸﾞ外枠,$ﾈｯﾄﾘﾝ,個,0
13920012,BX303 大袖ﾈｯﾄﾘﾝｸﾞ台座,$ﾈｯﾄﾘﾝ,個,0
13920013,ｱｰﾑｼﾞｮｰｺﾞｽﾀﾝﾄﾞ　　(新木),$ｱｰﾑｼﾞ,個,0
13920014,100VｱﾀﾞﾌﾟﾀｰBOX　　　(SDS),$100V,,0
13920015,ﾍﾞｰｽﾊﾟｯｷﾝ　3tX245X255,$ﾍﾞｰｽ,枚,0
13920016,ﾊﾞｷｭｰﾑﾀﾝｸ　202型　ﾋﾟﾝｸ,$ﾊﾞｷｭｰ,台,0
13920017,旧標準ﾀｲﾌﾟBOX　板金のみ,$ｷｭｳﾋｮ,,0
13920018,旧電気BOX　板金のみ,$ｷｭｳﾃﾞ,,0
13920019,旧部品取付金具　板金のみ,$ｷｭｳﾌﾞ,,0
13920020,ｻｽﾍﾟﾝﾀﾞｰ取付ﾊﾟｲﾌﾟ,$ｻｽﾍﾟﾝ,,0
13920021,しみぬきやさん202 (本体/扉/電気BOX),$ｼﾐﾇｷﾔ,ｾｯﾄ,0
13920023,ｻｽﾍﾟﾝﾀﾞｰ用棚　大　SV-0011,$ｻｽﾍﾟﾝﾀﾞｰ,,0
13920025,202用　Ｌﾊﾟｲﾌﾟ　(旧),$Lﾊﾟｲﾌ,,0
13920026,しみぬきやさん　ｻｽﾍﾟﾝﾀﾞｰﾒｸﾗﾌﾞﾀ,$ｻｽﾍﾟﾝ,個,0
13920027,棚取付ｱﾀﾞﾌﾟﾀｰ,$ﾀﾅﾄﾘﾂ,個,0
13920028,棚受ﾊﾟｲﾌﾟ　P0024,$ﾀﾅｳｹ,本,0
13920029,ﾊﾞｷｭｰﾑﾀﾝｸ固定ﾈｼﾞ,$ﾊﾞｷｭｰ,箱,0
13920030,基板　KI-07（大澗電子からCNKへ変更,$ｷﾊﾞﾝ,,0
13920031,しみぬきやさん202　電気BOXｼﾙｸ印刷代,$ｼﾐﾇｷﾔ,,0
13920032,ｽﾃﾝ棚板(旧)　小,$ｽﾃﾝﾀﾅ,,0
13920033,防音材　しみぬきやさん202　側面,$ﾎﾞｳｵﾝ,枚,0
13920034,防音材　しみぬきやさん202　扉面,$ﾎﾞｳｵﾝ,枚,0
13920035,防音材　しみぬきやさん202　背面,$ﾎﾞｳｵﾝ,枚,0
13920036,防音材　しみぬきやさん202　底面,$ﾎﾞｳｵﾝ,枚,0
13920037,防音材　STV15t＋ｺﾞﾑ2t粘　1000X1000,$ﾎﾞｳｵﾝ,枚,0
13920038,ﾋｰﾄﾝ　100ケ,$ﾋｰﾄﾝ,LOT,0
13920039,ｱｰﾑｼﾞｮｰｺﾞ蓋   ﾛｯﾄ500以下@274,$ｱｰﾑｼﾞ,ケ,0
13920040,ｱｰﾑｼﾞｮｰｺﾞ枠  ﾛｯﾄ500以下@170,$ｱｰﾑｼﾞ,ケ,0
13920041,ｽｰﾊﾟｰﾊﾞｷｭｰﾑ本体ﾍﾞｰｽ,$ｽｰﾊﾟｰ,,0
13920042,ｽｰﾊﾟｰﾊﾞｷｭｰﾑ本体ﾀﾝｸ,$ｽｰﾊﾟｰ,,0
13920043,SUPER VACUUM  ｼｰﾙ　(1000枚で8000円),$ｼｰﾙ,枚,0
13920044,ｽｰﾊﾟｰﾊﾞｷｭｰﾑｱﾀﾞﾌﾟﾀｰ,$ｽｰﾊﾟｰ,,0
13920045,ｼｰﾙ  型式,$ｼｰﾙ,枚,0
13920046,EPTｺﾞﾑﾊﾟｯｷﾝ(ｸﾞﾚｰ)　3tX5wX240πX250π,$ｺﾞﾑﾊﾟ,,0
13920047,ﾊﾞｷｭｰﾑ天板　塩ﾋﾞｸﾞﾚｰ4t 260π　(ﾆﾌｽｺ),$ｴﾝﾋﾞ,,0
13920048,ﾊﾞｷｭｰﾑﾀﾝｸ　202型　(支給部品あり),$ﾊｷｭｰ,台,0
13920049,PVC円板　ｱｲﾎﾞﾘｰ穴6ｶ所,$PVC,枚,0
13920050,RV202逆流防止板上側 塩ﾋﾞｸﾞﾚｰ4tX230π,$RV202,,0
13920051,RV202逆流防止板下側 塩ﾋﾞｸﾞﾚｰ4tX230π,$RV202,,0
13920052,ﾌｯﾄｽｲｯﾁ取付ﾊﾟﾈﾙ　202用/221用/101用,$ﾌｯﾄ,,0
13920053,ﾃｸﾉｼｬﾜｰｼｽﾃﾑ　ｼｰﾙ　(楕円･大),$ｼｰﾙ,枚,0
13920054,三方コックｽﾄｯﾊﾟｰ,$ｻﾝﾎﾟｳ,ケ,0
13920055,ｹｰﾌﾞﾙﾌｯｸ　大,$ｹｰﾌﾞﾙ,個,0
13920056,ｹｰﾌﾞﾙﾌｯｸ　小,$ｹｰﾌﾞﾙ,個,0
13920057,202用　Lﾊﾟｲﾌﾟ新　460X900,$ｽﾃﾝ,,0
13920059,ﾊﾞｷｭｰﾑﾀﾝｸﾓｰﾀｰ押えﾊﾟｯｷﾝ上　(ｳｨﾌﾞﾃｯｸ),$ﾊﾞｷｭｰﾑ,,0
13920060,ｽｰﾊﾟｰﾊﾞｷｭｰﾑ逆流防止板 (近江化工),$ｽｰﾊﾟｰ,,0
13920061,成型品抜き加工(202型ﾀﾝｸﾓｰﾀｰ取付部),$ｾｲｹｲﾋ,ケ,0
13920062,ｽｰﾊﾟｰﾊﾞｷｭｰﾑ本体ｷｬｯﾌﾟ　(近江化工),$ｽｰﾊﾟｰ,,0
13920063,ﾓｰﾀｰ201型用止め板　　(岡田),$ﾓｰﾀｰ,ケ,0
13920064,PVCﾊﾟｲﾌﾟ　穴4ｹ所　ﾀｯﾌﾟ8　(岡田),$PVC,ケ,0
13920065,ｽﾍﾟｰｻｰ　　　　(岡田),$ｽﾍﾟｰｻ,ケ,0
13920066,広口ｼﾞｮｰｺﾞ吸込口　(福研),$ﾋﾛｸﾁ,,0
13920067,ﾊﾞｷｭｰﾑﾌｨﾙﾀｰｶﾞｲﾄﾞ(塩ﾋﾞﾊﾟｲﾌﾟ)上 140π,$ﾊﾞｷｭｰ,個,0
13920068,ﾊﾞｷｭｰﾑﾀﾝｸ逆流防止板加工 (RV板),$ﾊﾞｷｭｰ,,0
13920069,ﾌﾗﾝｼﾞ  (KAIｰ01),$ﾌﾗﾝｼﾞ,,0
13920070,M5ﾋﾞｽ切削 ，M5ﾎﾞﾙﾄ加工  (佐々木),$ﾋﾞｽ,,0
13920071,改良型水切り板(下) ﾌﾟﾗｽﾁｯｸﾚｰｻﾞｰ加工,$ﾐｽﾞｷﾘ,,0
13920072,ｽｰﾊﾟｰﾊﾞｷｭｰﾑﾌｨﾙﾀｰ板,$ｽｰﾊﾟｰ,,0
13920073,ｱｰﾑｼﾞｮｰｺﾞｽﾀﾝﾄﾞ用ﾍﾘｻｰﾄ　のみ,$ｱｰﾑｼﾞ,,0
13920074,ｱｰﾑｼﾞｮｰｺﾞｽﾀﾝﾄﾞ用ﾅｯﾄ　　のみ,$ｱｰﾑｼﾞ,,0
13920075,ｱｰﾑｼﾞｮｰｺﾞｽﾀﾝﾄﾞ用ﾜｯｼｬ　　のみ,$ｱｰﾑｼﾞ,,0
13920076,RV101 SUS ﾘﾌﾞ付袖馬用ｽﾄｯﾊﾟｰ  (野村),$RV101,ケ,0
13920077,SUS 2.0t  ﾊﾟﾝﾁﾝｸﾞ板･丸,$ﾊﾟﾝﾁﾝ,枚,0
13920078,SUS 2.0t  ﾊﾟﾝﾁﾝｸﾞ板･長丸,$ﾊﾟﾝﾁﾝ,枚,0
13920079,ﾊﾞｷｭｰﾑ本体 花穴加工(ﾛｯﾄで価格変動,$ﾊﾞｷｭｰ,個,0
13920080,ｽｰﾊﾟｰﾊﾞｷｭｰﾑﾌｨﾙﾀｰｶﾞｲﾄﾞ(塩ﾋﾞﾊﾟｲﾌﾟ)下 1,$ｽｰ,個,0
13920082,袖馬ﾎﾟｱﾒｯﾄ ﾚｰｻﾞｰ加工 (40@200･10@400),$ﾚｰｻﾞｰ,,0
13920083,丸口ﾎﾟｱﾒｯﾄ 115π ﾚｰｻﾞｰ加工(材料支給),$ﾚｰｻﾞｰ,,0
13920084,袖馬用ﾋﾟﾝﾌﾞｯｼｭ,$ｿﾃﾞｳﾏ,ケ,0
13920085,馬蹄型ﾎﾟｱﾒｯﾄ　ﾚｰｻﾞｰ加工  (材料支給),$ﾚｰｻﾞｰ,枚,0
13920086,ｻｽﾍﾟﾝﾀﾞｰ用棚板 大　SP-0011T,$ﾀﾅ,,0
13920087,ｻｽﾍﾟﾝﾀﾞｰ用棚 中 SV-001･SUS430･1.5t,$ﾀﾅ,,0
13920088,丸口ｼﾞｮｰｺﾞﾊﾟﾝﾁ板Ⅲ　SUS2.0t,$ﾏﾙｸﾁ,,0
13920089,ﾚｰｻﾞｰ加工丸型ﾊﾟﾝﾁﾝｸﾞ板2t×6Φ×9P,$ﾚｰ,,0
13930001,SUS　蝶ﾎﾞﾙﾄ　6X10,$SUS,P,0
13930002,鷲星印　ﾉﾌﾞﾎﾞﾙﾄ　M6X25,$ﾉﾌﾞBT,P,0
13930003,SUS　丸座(平ﾜｯｼｬｰ)　4,$SUS,P,0
13930004,SUS　NT　3,$SUS,P,0
13930005,SUS　NT　4,$SUS,P,0
13930006,SUS  SW(ｽﾌﾟﾘﾝｸﾞﾜｯｼｬｰ)  5,$SUS,P,0
13930007,SUS ﾅﾍﾞﾀｯﾋﾟﾝｸﾞ 5X20,$SUS,P,0
13930008,SUS ﾅﾍﾞﾋﾞｽ 5X30,$SUS,P,0
13930009,SUS ｻﾗﾀｯﾋﾟﾝｸﾞ 3X10,$SUS,P,0
13930010,SUS　SW(ｽﾌﾟﾘﾝｸﾞﾜｯｼｬｰ)　3,$SUS,P,0
13930011,SUS　ﾅﾍﾞﾋﾞｽ　4X8,$SUS,P,0
13930012,SUS ｻﾗﾀｯﾋﾟﾝｸﾞ 3X8,$SUS,P,0
13930013,SUS ﾅﾍﾞﾋﾞｽ 5X90,$SUS,P,0
13930014,SUS ﾅﾍﾞﾋﾞｽ　4X20,$SUS,P,0
13930015,SUS ﾅﾍﾞﾀｯﾋﾟﾝｸﾞ 4X10,$SUS,P,0
13930016,SUS  Eﾘﾝｸﾞ 3,$SUSEﾘ,P,0
13930017,SUS　SW(ｽﾌﾟﾘﾝｸﾞﾜｯｼｬｰ)　4,$SUS,P,0
13930018,SUS  ｻﾗﾋﾞｽ  3X5,$SUS,P,0
13930019,SUS  ﾄﾗｽﾋﾞｽ  4X5,$SUS,P,0
13930020,SUS　ｻﾗﾀｯﾋﾟﾝｸﾞ　4X16,$SUS,P,0
13930021,SUS　丸座(平ﾜｯｼｬｰ)　5,$SUS,P,0
13930022,SUS  NT　5,$SUS,P,0
13930023,SUS　丸座(平ﾜｯｼｬｰ)  4,$SUS,P,0
13930024,SUS　丸座(平ﾜｯｼｬｰ)　3,$SUS,P,0
13930025,SUS　ｻﾗﾀｯﾋﾟﾝｸﾞ　5X30,$SUS,P,0
13930026,SUS　ｻﾗﾋﾞｽ　3X8,$SUS,Ｐ,0
13930027,SUS　蝶ﾎﾞﾙﾄBT　8X15,$SUS,P,0
13930028,SUS　ﾁｮｳBT　8X10,$SUS,Ｐ,0
13930029,SUS　ﾄﾗｽﾋﾞｽ　4X12,$SUS,P,0
13930030,SUS　ﾅﾍﾞﾋﾞｽ　3X10,$SUS,P,0
13930031,SUS  ﾅﾍﾞﾋﾞｽ  5X20,$SUS,P,0
13930032,SUS　ｻﾗﾀｯﾋﾟﾝｸﾞ　3X12,$SUS,P,0
13930033,ﾈｼﾞ　4X15　　　(岡田),$ﾈｼﾞ,ケ,0
13930034,ﾈｼﾞ　4X80　　　(岡田),$ﾈｼﾞ,ケ,0
13930035,ﾈｼﾞ　5X30ｻﾗ　　　(岡田),$ﾈｼﾞ,ケ,0
13930036,ﾈｼﾞ　3X12ｻﾗ　　　(岡田),$ﾈｼﾞ,ケ,0
13930037,ﾈｼﾞ　3X12ﾅﾍﾞ　　　(岡田),$ﾈｼﾞ,ケ,0
13930038,ﾈｼﾞ　5X90　特注品　　　(岡田),$ﾈｼﾞ,ケ,0
13930039,Ｗ　3π　　　(岡田),$W,ケ,0
13930040,Ｗ　4π　　　(岡田),$W,ケ,0
13930041,Ｗ　5π　　(岡田),$W,ケ,0
13930042,SUS　ﾄﾗｽﾋﾞｽ　5X15,$SUS,P,0
13930043,SUS　ﾅﾍﾞﾀｯﾋﾟﾝｸﾞ　4X18,$SUS,P,0
13930044,SUS　ﾅﾍﾞﾀｯﾋﾟﾝｸﾞ　3X12,$SUS,P,0
13930045,SUS　ｻﾗﾋﾞｽ　3X18,$SUS,P,0
13930046,SUS  ﾅﾍﾞﾋﾞｽ  3X18,$SUS,P,0
13930047,SUS  ｻﾗﾀｯﾋﾟﾝｸﾞ  3X16,$SUS,P,0
13930048,SUS　ﾅﾍﾞﾋﾞｽ　5X50,$SUS,P,0
13930049,SUS　ｻﾗﾀｯﾋﾟﾝｸﾞ　3X15,$SUS,P,0
13930050,SUS　ﾎｰﾛｰｾｯﾄ　3X3,$SUS,P,0
13930051,SUS　ｻﾗﾋﾞｽ　4X8,$SUS,P,0
13930052,SUS　ｻﾗﾋﾞｽ　3X20,$SUS,P,0
13930053,SUS　ﾅﾍﾞﾋﾞｽ　5X75,$SUS,P,0
13930054,ﾒｯｷ　ＮＴ　3,$ﾒｯｷ,,0
13930055,SUS　BT　6×15,$SUS,,0
13939999,ﾎﾞﾙﾄ一式　　　　(吉岡幸),$ﾎﾞﾙﾄ,P,0
14010001, *ｼﾞｭﾗｺﾝ丸棒  60πX1m,$ｼﾞｭﾗｺ,本,0
